"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Digital","OverDrive","EBOOK","2019","12","1","City of Darkness, City of Light","Marge Piercy","Fiction, Historical Fiction, Literature, Romance","Random House, Inc.","2011"
"Physical","Horizon","BOOK","2019","12","1","Dark energy / Robison Wells.","Wells, Robison E.","Unidentified flying objects Juvenile fiction, Extraterrestrial beings Juvenile fiction, Boarding school students Juvenile fiction, Young adult fiction","Harper Teen, an imprint of HarperCollins Publishers,","[2016]"
"Digital","OverDrive","EBOOK","2019","12","1","The Laws of the Skies","Grégoire Courtois","Fiction, Horror, Literature","eBOUND Canada","2019"
"Digital","OverDrive","EBOOK","2019","12","9","Parenting from the Inside Out: How a Deeper Self-Understanding Can Help You Raise Children Who Thrive","Daniel J. Siegel MD","Family & Relationships, Nonfiction, Self-Improvement","Penguin Group (USA), Inc.","2016"
"Physical","Horizon","VIDEODISC","2019","12","3","Touched by an angel. The fourth season, volume 1 / CBS Entertainment Productions.",,"Angels Drama, Spiritual healing and spiritualism Drama, Television series, Fantasy television programs, Fiction television programs, Video recordings for the hearing impaired","Paramount Pictures ; CBS DVD,","©2007."
"Digital","OverDrive","EBOOK","2019","12","2","The Redeemers: Quinn Colson Series, Book 5","Ace Atkins","Fiction, Mystery, Thriller","Penguin Group (USA), Inc.","2015"
"Physical","Horizon","BOOK","2019","12","1","The secret garden cookbook : recipes inspired by Frances Hodgson Burnett's Secret garden / Amy Cotler ; illustrations by Prudence See.","Cotler, Amy","Cooking English Juvenile literature, Food habits England History 19th century Juvenile literature, Food habits England History Juvenile literature, Literary cookbooks Juvenile literature","HarperCollins Publishers,","[1999]"
"Digital","OverDrive","AUDIOBOOK","2019","12","5","The Liar's Girl (Unabridged)","Catherine Ryan Howard","Fiction, Mystery, Suspense, Thriller","Blackstone Audio, Inc.","2018"
"Physical","Horizon","BOOK","2019","12","3","Take heart, my child : a mother's dream / Ainsley Earhardt, with Kathryn Cristaldi ; illustrated by Jaime Kim.","Earhardt, Ainsley, 1976-","Mother and child Juvenile fiction, Life skills Juvenile fiction, Parenting Juvenile fiction, Identity Philosophical concept Juvenile fiction, Individuality Juvenile fiction, Love Fiction, Stories in rhyme","Aladdin, an imprint of Simon & Schuster Children's Publishing,","2016."
"Digital","OverDrive","EBOOK","2019","12","1","Trapped: Private Justice Series, Book 2","Irene Hannon","Christian Fiction, Fiction, Romance, Suspense","Baker Publishing Group","2013"
"Physical","Horizon","BOOK","2019","12","1","Secrets of the mummies / written by Harriet Griffey.","Griffey, Harriet","Mummies Juvenile literature","DK Publishing,","2013."
"Physical","Horizon","BOOK","2019","12","3","Churchill : walking with destiny / Andrew Roberts.","Roberts, Andrew, 1963-","Churchill Winston 1874 1965, Prime ministers Great Britain Biography, Statesmen Great Britain Biography, Politicians Great Britain Biography, Great Britain Politics and government 20th century, Biographies","Viking,","[2018]"
"Physical","Horizon","BOOK","2019","12","1","Poor but sexy : culture clashes in Europe East and West / Agata Pyzik.","Pyzik, Agata","Politics and culture Europe Eastern 21st century, Politics and culture Europe Western 21st century, Europe Western Foreign relations Europe Eastern, Europe Eastern Foreign relations Europe Western","Zero Books,","2014."
"Digital","OverDrive","EBOOK","2019","12","4","A Companion to Wolves: Iskryne World Series, Book 1","Elizabeth Bear","Fantasy, Fiction","Macmillan Publishers","2013"
"Physical","Horizon","SOUNDDISC","2019","12","3","Zoot Sims and the Gershwin brothers.","Sims, Zoot","Saxophone music Jazz, Jazz 1971 1980, Jazz","Original Jazz Classics,","[2013]"
"Physical","Horizon","BOOK","2019","12","48","Bloody genius / John Sandford.","Sandford, John, 1944 February 23-","Flowers Virgil Fictitious character Fiction, Government investigators Minnesota Fiction, State universities and colleges Minnesota Fiction, Political correctness Fiction, Murder Investigation Fiction, Minnesota Fiction, Detective and mystery fiction","G.P. Putnam's Sons,","[2019]"
"Physical","Horizon","BOOK","2019","12","1","Chasing Christmas Eve / Jill Shalvis.","Shalvis, Jill","Women authors Fiction, Man woman relationships Fiction, San Francisco Calif Fiction, Romance fiction, Christmas fiction","Avon Books, an imprint of HarperCollins Pubilshers,","2017."
"Physical","Horizon","BOOK","2019","12","2","World War II / written by Simon Adams ; photographed by Andy Crawford.","Adams, Simon, 1955-","World War 1939 1945 Juvenile literature","DK Pub.,","[2007]"
"Digital","OverDrive","AUDIOBOOK","2019","12","2","This Close to Happy: A Reckoning with Depression (unabridged) (Unabridged)","Daphne Merkin","Biography & Autobiography, Nonfiction","Blackstone Audio, Inc.","2017"
"Digital","OverDrive","AUDIOBOOK","2019","12","4","The Bird Boys: Delpha Wade and Tom Phelan Mystery Series, Book 2 (unabridged) (Unabridged)","Lisa Sandlin","Fiction, Mystery","HighBridge Company","2019"
"Digital","OverDrive","AUDIOBOOK","2019","12","1","Empire of Night: Age of Legends Series, Book 2 (unabridged) (Unabridged)","Kelley Armstrong","Fantasy, Horror, Romance, Young Adult Fiction","HarperCollins Publishers Inc.","2015"
"Physical","Horizon","BOOK","2019","12","1","The power of kindness : the unexpected benefits of leading a compassionate life / Piero Ferrucci ; translated by Vivien Ferrucci.","Ferrucci, Piero","Kindness, Conduct of life","J.P. Tarcher/Penguin,","[2006]"
"Physical","Horizon","BOOK","2019","12","3","Building wealth one house at a time / John Schaub.","Schaub, John","Real estate investment","McGraw-Hill Education,","2016."
"Digital","OverDrive","EBOOK","2019","12","5","Visions of Heat: Psy-Changeling Series, Book 2","Nalini Singh","Fantasy, Fiction, Romance","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","EBOOK","2019","12","2","El único destino (The Only Road)","Alexandra Diaz","Juvenile Fiction, Juvenile Literature","Simon & Schuster, Inc.","2019"
"Digital","OverDrive","EBOOK","2019","12","2","Mara the Meerkat Fairy: Rainbow Magic: Baby Animal Rescue Fairies Series, Book 3","Daisy Meadows","Juvenile Fiction, Juvenile Literature","Scholastic, Inc. (US)","2015"
"Physical","Horizon","BOOK","2019","12","3","The complete book of essential oils and aromatherapy : over 800 natural, nontoxic, and fragrant recipes to create health, beauty, and safe home and work environments / Valerie Ann Worwood.","Worwood, Valerie Ann, 1945-","Aromatherapy","New World Library,","[2016]"
"Physical","Horizon","BOOK","2019","12","1","The final fight / Bryan Chick.","Chick, Bryan","Zoos Juvenile fiction, Zoo animals Juvenile fiction, Secret societies Juvenile fiction, Human animal relationships Juvenile fiction, Human animal relationships Fiction, Secret societies Fiction, Zoo animals Fiction, Zoos Fiction, Fantasy fiction","Second Wish Press,","[2017]"
"Physical","Horizon","BOOK","2019","12","1","Communion : the female search for love / Bell Hooks.","hooks, bell, 1952-","Women History, Feminism, Women Social conditions, Self perception in women, Man woman relationships","Perennial/William Morrow,","2003."
"Physical","Horizon","SOUNDDISC","2019","12","1","Sea of cowards / the Dead Weather.","Dead Weather (Musical group)","Rock music 2001 2010","Third Man/Warner Bros.,","[2010]"
"Physical","Horizon","BOOK","2019","12","1","The intelligent asset allocator : how to build your portfolio to maximize returns and minimize risk / William J. Bernstein.","Bernstein, William J.","Portfolio management, Asset allocation","McGraw-Hill,","[2001]"
"Physical","Horizon","BOOK","2019","12","3","Yona of the dawn. 1 / story & art by Mizuho Kusanagi ; [English adaptation, Ysabet Reinhardt MacFarlane ; translation JN Productions].","Kusanagi, Mizuho, 1979-","Princesses Comic books strips etc, Teenage girls Comic books strips etc, Regicide Comic books strips etc, Quests Expeditions Comic books strips etc, Graphic novels Japan Translations into English, Action and adventure comics, Graphic novels","VIZ Media, LLC,","[2016]"
"Physical","Horizon","VIDEODISC","2019","12","7","Commissario Brunetti. Episodes 15 & 16 / eine TeamWorx produktion ; im auftrag der Degeto Film ; ARD Degeto.",,"Brunetti Guido Fictitious character Drama, Police Italy Venice Drama, Murder Italy Venice Drama, Detective and mystery television programs, Television series, Fiction television programs","MHZ Networks Home Entertainment,","[2013]"
"Digital","OverDrive","EBOOK","2019","12","3","The House of Gaian: Tir Alainn Trilogy, Book 3","Anne Bishop","Fantasy, Fiction","Penguin Group (USA), Inc.","2015"
"Physical","Horizon","BOOK","2019","12","2","Sardine in outer space. 5 / by Emmanuel Guibert ; color by Walter Pezzali ; translation by Edward Gauvin.","Guibert, Emmanuel","Space flight Comic books strips etc Juvenile literature, Cartoons and comics, Outer space Comic books strips etc Juvenile literature, Graphic novels, Science fiction comics","First Second Books,","2008."
"Digital","OverDrive","EBOOK","2019","12","2","The City: A Novel","Dean Koontz","Fiction, Romance, Suspense, Thriller","Random House, Inc.","2014"
"Digital","OverDrive","AUDIOBOOK","2019","12","8","Brief Cases (Unabridged)","Jim Butcher","Fantasy, Fiction, Short Stories","Books on Tape","2018"
"Digital","OverDrive","EBOOK","2019","12","1","Buck: A Memoir","M.K. Asante","African American Nonfiction, Biography & Autobiography, Nonfiction, Sociology","Random House, Inc.","2013"
"Physical","Horizon","BOOK","2019","12","1","No more dirty looks : the truth about your beauty products and the ultimate guide to safe and clean cosmetics / Siobhan O'Connor, Alexandra Spunt.","O'Connor, Siobhan, 1978-","Cosmetics Toxicology, Toilet preparations Toxicology","Da Capo Lifelong Books,","[2010]"
"Digital","OverDrive","AUDIOBOOK","2019","12","4","Gorilla and the Bird: A Memoir of Madness and a Mother's Love (unabridged) (Unabridged)","Zack McDermott","Biography & Autobiography, Medical, Nonfiction","Blackstone Audio, Inc.","2017"
"Digital","OverDrive","AUDIOBOOK","2019","12","3","The Devil Finds Work: An Essay (unabridged) (Unabridged)","James Baldwin","Biography & Autobiography, Multi-Cultural, Nonfiction, Sociology","Blackstone Audio, Inc.","2017"
"Digital","OverDrive","EBOOK","2019","12","1","With You Always","Rena Olsen","Fiction, Literature, Suspense, Thriller","Penguin Group (USA), Inc.","2018"
"Physical","Horizon","VIDEODISC","2019","12","1","What women want / Paramount Pictures ; Icon Productions ; an Icon/Wind Dancer production ; produced by Matt Williams, Susan Cartsonis and Gina Matthews, Bruce Davey ; screenplay by Josh Goldsmith & Cathy Yuspa ; story by Josh Goldsmith & Cathy Yuspa and Diane Drake ; produced and directed by Nancy Meyers.",,"Man woman relationships Drama, Advertising agencies Drama, Comedy films, Feature films, Fiction films, Video recordings for the hearing impaired","Paramount,","[2001]"
"Digital","OverDrive","AUDIOBOOK","2019","12","1","Life, on the Line: A Chef's Story of Chasing Greatness, Facing Death, and Redefining the Way We Eat (unabridged) (Unabridged)","Grant Achatz","Biography & Autobiography, Business, Nonfiction","Tantor Media, Inc","2014"
"Physical","Horizon","BOOK","2019","12","1","Life of Fred. Trigonometry / Stanley F. Schmidt.","Schmidt, Stanley F. (Stanley Fredric), 1944-","Trigonometry, Trigonometry Problems exercises etc","Polka Dot Pub.,","[2011]"
"Physical","Horizon","VIDEODISC","2019","12","1","The art of Spanish guitar / produced by Woody Mann, Trevor Laurence ; directed by Trevor Laurence.","Romero, Celino","Guitar Methods Self instruction, Guitar Studies and exercises, Instructional films","Omnibus Media,","[2007]"
"Digital","OverDrive","EBOOK","2019","12","3","The Best American Mystery Stories 2019","Jonathan Lethem","Fiction, Mystery, Short Stories","Houghton Mifflin Harcourt Trade and Reference","2019"
"Physical","Horizon","VIDEODISC","2019","12","2","The dead zone. The complete first season / Lions Gate Television ; Piller2 ; The Segan Company.",,"Traffic accident victims Drama, Psychics Drama, Television series, Science fiction television programs, Thrillers Television programs, Fiction television programs, Video recordings for the hearing impaired","Lions Gate Home Entertainment,","[2010]"
"Digital","OverDrive","AUDIOBOOK","2019","12","3","Life, Love and the Pursuit of Happiness: A Bell Sound Novel (unabridged) (Unabridged)","Sandra Hill","Fiction, Humor (Fiction), Literature, Romance","HarperCollins Publishers Inc.","2019"
"Digital","OverDrive","AUDIOBOOK","2019","12","1","A Safeway in Arizona: What the Gabrielle Giffords Shooting Tells Us about the Grand Canyon State and Life in America (unabridged) (Unabridged)","Tom Zoellner","History, Nonfiction","Blackstone Audio, Inc.","2012"
"Physical","Horizon","BOOK","2019","12","2","Make a monster : 15 easy-to-make fleecie toys you'll love to sew / Fiona Goble.","Goble, Fiona","Soft toy making Patterns","New Holland,","2010."
"Digital","OverDrive","EBOOK","2019","12","1","Working with You is Killing Me: Freeing Yourself from Emotional Traps at Work","Katherine Crowley","Business, Nonfiction","Hachette Digital, Inc.","2013"
"Physical","Horizon","VIDEODISC","2019","12","4","It might get loud / a Sony Pictures Classic release, a Thomas Tull production ; executive producers, Bert Ellis, Michael Mailis ; produced by Davis Guggenheim, Peter Afterman ; produced by Thomas Tull, Lesley Chilcott ; directed by Davis Guggenheim.",,"Electric guitar music Rock, Guitarists, Composition Music, Artistic collaboration, Music Social aspects, Rock music 2001 2010, Documentary films, Music videos, Video recordings for the hearing impaired, Feature films","Sony Pictures Home Entertainment,","[2009]"
"Physical","Horizon","BOOK","2019","12","7","The crow trap / Ann Cleeves.","Cleeves, Ann","Stanhope Vera Fiction, Women England Pennine Chain Fiction, Murder Investigation England Pennine Chain Fiction, Detective and mystery fiction","Minotaur Books","2017"
"Physical","Horizon","VIDEODISC","2019","12","7","Dead reckoning / Columbia Pictures Corporation ; screen play by Oliver H.P. Garrett, Steve Fisher ; adaptation by Allen Rivkin ; story by Gerald Adams, Sidney Biddell ; produced by Sidney Biddell ; directed by John Cromwell.",,"Murder Investigation Drama, Veterans Drama, Singers Drama, Man woman relationships Drama, Fiction films, Feature films, Detective and mystery films, Video recordings for the hearing impaired","Columbia TriStar Home Entertainment,","2002."
"Physical","Horizon","SOUNDDISC","2019","12","1","Pussycat, pussycat / Mies Van Hout.","Hout, Mies van","Cats Juvenile poetry, Stories in rhyme, Nursery rhymes","Lemniscaat Usa,","[2015]"
"Physical","Horizon","BOOK","2019","12","1","Totem poles of the Jamestown S'Klallam Tribe : the art of Dale Faulstich / foreword by W. Ron Allen ; carvings designed and executed by Dale Faulstich ; S'Klallam folk tales reinterpreted by Dale Faulstich ; photographs by David Woodcock ; edited and with additional text by Joan Worley.","Faulstich, Dale","Coast Salish Indians Jamestown SKlallam Tribe of Washington Folklore, Totem poles Jamestown SKlallam Tribe of Washington","Jamestown S'Klallam Tribe,","[2007]"
"Physical","Horizon","VIDEODISC","2019","12","12","American hustle / Columbia Pictures and Annapurna Pictures ; an Atlas Entertainment production ; written by Eric Warren Singer and David O. Russell ; produced by Charles Roven, Richard Suckle, Megan Ellison, Jonathan Gordon ; directed by David O. Russell.",,"United States Federal Bureau of Investigation Drama, Swindlers and swindling Drama, Mafia New Jersey Drama, Political corruption Drama, Feature films, Fiction films, Historical films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,","[2014]"
"Physical","Horizon","BOOK","2019","12","10","Clark the Shark and the big book report / written by Bruce Hale ; illustrated by Guy Francis.","Hale, Bruce","Sharks Juvenile fiction, Public speaking Juvenile fiction, Speech anxiety Juvenile fiction, Schools Fiction, Stage fright Fiction, Fear Fiction","HarperCollins Publishers,","[2017]"
"Digital","OverDrive","AUDIOBOOK","2019","12","2","Geronimo, His Own Story: The Autobiography of a Great Patriot Warrior (unabridged) (Unabridged)","Geronimo","Biography & Autobiography, History, Nonfiction","Blackstone Audio, Inc.","2008"
"Physical","Horizon","BOOK","2019","12","4","The design thinking playbook : mindful digital transformation of teams, products, services, businesses and ecosystems / by Michael Lewrick, Patrick Link, Larry Leifer ; visualization, Nadia Langensand.","Lewrick, Michael.","Creative ability in technology, Creative ability in business, Creative thinking, Industrial management Technological innovations, Technological innovations","John Wiley & Sons, Inc.,","[2018]"
"Physical","Horizon","BOOK","2019","12","4","Extinction : a very short introduction / Paul B. Wignall.","Wignall, P. B.","Extinction Biology, Extinction Biology History","Oxford University Press,","2019."
"Physical","Horizon","SOUNDDISC","2019","12","2","Anima sacra / Jakub Józef Orliński.","Orliński, Jakub Józef, 1990-","Sacred songs High voice with orchestra, Sacred vocal music 17th century, Sacred vocal music 18th century, Oratorios Excerpts, Motets Excerpts, Sacred music, Oratorios, Motets, Excerpts","Erato,","[2018]"
"Digital","OverDrive","EBOOK","2019","12","3","John Henry Days","Colson Whitehead","Fiction, Literature","Random House, Inc.","2011"
"Physical","Horizon","BOOK","2019","12","2","Mars missions : a space discovery guide / Buffy Silverman.","Silverman, Buffy","Space flight to Mars Juvenile literature, Roving vehicles Astronautics Juvenile literature, Mars Planet Exploration Juvenile literature","Lerner Publications,","[2017]"
"Physical","Horizon","BOOK","2019","12","2","Clara : the (mostly) true story of the rhinoceros who dazzled kings, inspired artists, and won the hearts of everyone ... while she ate her way up and down a continent! / Emily Arnold McCully.","McCully, Emily Arnold","Rhinoceroses Juvenile fiction, Human animal relationships Juvenile fiction","Schwartz & Wade Books,","[2016]"
"Digital","OverDrive","EBOOK","2019","12","2","Not So Snow White: Glass Slipper, Inc. Series, Book 4","Donna Kauffman","Fiction","Random House, Inc.","2010"
"Digital","OverDrive","EBOOK","2019","12","2","This Is My Dollhouse","Giselle Potter","Juvenile Fiction, Juvenile Literature, Picture Book Fiction","Random House, Inc.","2016"
"Digital","OverDrive","EBOOK","2019","12","11","Forks Over Knives: The Plant-Based Way to Health","Gene Stone","Health & Fitness, Nonfiction","Workman Publishing","2011"
"Physical","Horizon","SOUNDDISC","2019","12","2","80 / B.B. King & friends.","King, B. B.","Blues Music 2001 2010","Geffen,","[2005]"
"Digital","OverDrive","EBOOK","2019","12","1","One Night With a Prince: The Royal Brotherhood Series, Book 3","Sabrina Jeffries","Fiction, Historical Fiction, Romance","Simon & Schuster, Inc.","2014"
"Digital","OverDrive","AUDIOBOOK","2019","12","6","Westside: A Novel (unabridged) (Unabridged)","W.M. Akers","Fantasy, Fiction, Historical Fiction, Mystery","HarperCollins Publishers Inc.","2019"
"Physical","Horizon","BOOK","2019","12","1","The vines / a novel by Christopher Rice.","Rice, Christopher, 1978-","Mansions Fiction, Adultery Fiction, New Orleans La Fiction, Horror fiction","47North,","[2014]"
"Digital","OverDrive","AUDIOBOOK","2019","12","3","The Man in the Glass House: Philip Johnson, Architect of the Modern Century (unabridged) (Unabridged)","Mark Lamster","Biography & Autobiography, Nonfiction","Blackstone Audio, Inc.","2019"
"Physical","Horizon","BOOK","2019","12","1","The Rhodesian War : a military history / Paul L. Moorcraft and Peter McLaughlin.","Moorcraft, Paul L.","Zimbabwe History Chimurenga War 1966 1980","Stackpole Books,","2010."
"Physical","Horizon","BOOK","2019","12","1","Tou hang feng yun / Niu Ying, zhu.","Niu, Ying.","Chinese fiction 21st century","Zhongguo Hua qiao chu ban she,","2018."
"Physical","Horizon","BOOK","2019","12","6","Poppleton / Cynthia Rylant ; illustrated by Mark Teague.","Rylant, Cynthia","Pigs Fiction, Friendship Fiction, Books and reading Juvenile fiction","Blue Sky Press,","[1997]"
"Physical","Horizon","BOOK","2019","12","1","Keep it fake : inventing an authentic life / Eric G. Wilson.","Wilson, Eric, 1967-","Sincerity, Reality in literature, Truthfulness and falsehood, Wilson Eric 1967 Philosophy, Authors American Biography","Sarah Crichton Books, Farrar, Straus, and Giroux,","2015."
"Digital","OverDrive","EBOOK","2019","12","7","Any Old Diamonds: Lilywhite Boys, #1","KJ Charles","Fiction, Historical Fiction, Romance","Draft2Digital, LLC","2019"
"Digital","OverDrive","EBOOK","2019","12","1","An Heiress at Heart: Love's Grace Trilogy, Book 1","Jennifer Delamere","Christian Fiction, Fiction, Historical Fiction, Romance","Hachette Digital, Inc.","2013"
"Physical","Horizon","BOOK","2019","12","4","Seahorses / by Valerie Bodden.","Bodden, Valerie","Sea horses Juvenile literature, Sea horses Behaviour Juvenile literature","Creative Education and Creative Paperbacks, an imprint of the Creative Company,","[2019]"
"Physical","Horizon","BOOK","2019","12","3","A storm of swords / George R.R. Martin.","Martin, George R. R.","Kings and rulers Fiction, Magic Fiction, Imaginary wars and battles Fiction, Fantasy fiction","Bantam Books,","2011."
"Physical","Horizon","BOOK","2019","12","1","Steven Universe. Too cool for school / created by Rebecca Sugar ; story by Ian Jones-Quartey ; written by Jeremy Sorese ; illustrated by Asia Kendrick-Horton with Rachel Dukes ; colors and letters by Leigh Luna, with colors by Andy Leigh R.","Sorese, Jeremy","Universe Steven Comic books strips etc, Schools Comic books strips etc, Friendship Comic books strips etc, Comics Graphic works, Graphic novels","KaBOOM!, a division of Boom Entertainment, Inc.,","2016."
"Physical","Horizon","BOOK","2019","12","1","Microsoft Sharepoint 2016 step by step / Olga Londer, Penelope Coventry.","Londer, Olga","Microsoft SharePoint Electronic resource, Intranets Computer networks, Web servers","Microsoft Press,","[2016]"
"Physical","Horizon","SOUNDDISC","2019","12","1","French. Part B : the complete course II.",,"French language Sound recordings for English speakers, French language Self instruction, French language Study and teaching Audio visual aids","Simon & Schuster Audio ; distributed by Recorded Books,","[2003]"
"Digital","OverDrive","AUDIOBOOK","2019","12","2","I'm Special: And Other Lies We Tell Ourselves (unabridged) (Unabridged)","Ryan O'Connell","Biography & Autobiography, Essays, Humor (Nonfiction), Nonfiction","Simon & Schuster - Audiobooks","2015"
"Physical","Horizon","BOOK","2019","12","1","Lily the unicorn / by Dallas Clayton.","Clayton, Dallas","Fear Juvenile fiction, Unicorns Juvenile fiction, Penguins Juvenile fiction, Friendship Juvenile fiction","Harper, an imprint of HarperCollinsPublishers,","2014."
"Digital","OverDrive","EBOOK","2019","12","7","The Mammoth Hunters: Earth's Children® Series, Book 3","Jean M. Auel","Fiction, Historical Fiction, Literature, Thriller","Random House, Inc.","2011"
"Digital","OverDrive","EBOOK","2019","12","2","Kappy King and the Pickle Kaper","Amy Lillard","Christian Fiction, Fiction, Literature, Suspense","Lightning Source Inc","2018"
"Digital","OverDrive","EBOOK","2019","12","1","Bourbon Sins","Marion Herbert","Fiction, Literature, Romance","readbox publishing GmbH","2018"
"Physical","Horizon","VIDEODISC","2019","12","5","Aria / RVP Productions and Virgin Vision ; produced by Don Boyd ; written and directed by Nicolas Roeg, Charles Sturridge, Jean-Luc Godard, Julien Temple, Bruce Beresford, Robert Altman, Franc Roddam, Ken Russell, Derek Jarman, Bill Bryden.",,"Opera Drama, Erotica Drama, Attempted assassination Drama, Musical films, Feature films, Opera films, Fiction films, Anthology films, Experimental films, Video recordings for the hearing impaired","Lightyear,","[2017]"
"Physical","Horizon","BOOK","2019","12","2","Where is the Serengeti? / by Nico Medina ; illustrated by Manuel Gutierrez.","Medina, Nico, 1982-","Serengeti Plain Tanzania Juvenile literature, Zoology Tanzania Serengeti National Park Juvenile literature, Zoology Tanzania Serengeti Plain Juvenile literature, Serengeti National Park Tanzania Juvenile literature, Zoology Tanzania Serengeti National Park, Zoology Tanzania Serengeti Plain, Serengeti National Park Tanzania, Instructional and educational works","Penguin Workshop,","[2019]"
"Digital","OverDrive","EBOOK","2019","12","1","The Name of the Game: I Can Read Level 1","Rob Scotton","Beginning Reader, Humor (Fiction), Juvenile Fiction","HarperCollins Publishers Inc.","2015"
"Digital","OverDrive","EBOOK","2019","12","1","Nothing About Us Without Us: Disability Oppression and Empowerment","James I. Charlton","Medical, Nonfiction","University of California Press","2012"
"Physical","Horizon","BOOK","2019","12","1","Caring for your fish / by Adele Richardson.","Richardson, Adele, 1966-","Aquarium fishes Juvenile literature, Aquariums Juvenile literature","Capstone Press,","[2007]"
"Physical","Horizon","BOOK","2019","12","8","Mystery in the sand / Gertrude Chandler Warner ; illustrated by David Cunningham.","Warner, Gertrude Chandler, 1890-1979","Seashore Juvenile fiction, Families Fiction, Mystery and detective stories","A. Whitman,","[1991?]"
"Digital","OverDrive","EBOOK","2019","12","1","The Dream Peddler: A Novel","Martine Fournier Watson","Fantasy, Fiction, Historical Fiction, Literature","Penguin Group (USA), Inc.","2019"
"Digital","OverDrive","EBOOK","2019","12","6","Shout, Sister, Shout!: The Untold Story of Rock-and-Roll Trailblazer Sister Rosetta Tharpe","Gayle Wald","Biography & Autobiography, Multi-Cultural, Nonfiction","Random House, Inc.","2019"
"Digital","OverDrive","EBOOK","2019","12","2","Their Skeletons Speak: Kennewick Man and the Paleoamerican World","Sally M. Walker","History, Juvenile Nonfiction, Science","Lerner Publishing Group","2012"
"Digital","OverDrive","EBOOK","2019","12","2","Passages: 24 Modern Indian Stories","Barbara H. Solomon","Classic Literature, Fiction","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","EBOOK","2019","12","5","Win Bigly: Persuasion in a World Where Facts Don't Matter","Scott Adams","Humor (Nonfiction), Nonfiction, Politics, Psychology","Penguin Group (USA), Inc.","2017"
"Digital","OverDrive","EBOOK","2019","12","1","When the World Was Steady","Claire Messud","Fiction, Literature","Random House, Inc.","2013"
"Digital","OverDrive","AUDIOBOOK","2019","12","5","Unexampled Courage: The Blinding of Sgt. Isaac Woodard and the Awakening of President Harry S. Truman and Judge J. Waties Waring (unabridged) (Unabridged)","Richard Gergel","History, Nonfiction, Politics, Sociology","Macmillan Audio","2019"
"Physical","Horizon","SOUNDDISC","2019","12","1","Elizabeth I : a novel / Margaret George.","George, Margaret, 1943-","Elizabeth I Queen of England 1533 1603 Fiction, Leicester Lettice Dudley Countess of 1543 1634 Fiction, Leicester Robert Dudley Earl of 1532 1588 Fiction, Queens Great Britain Fiction, Great Britain History Elizabeth 1558 1603 Fiction, Historical fiction, Biographical fiction, Biographical fiction, Historical fiction","Penguin Audio,","[2011]"
"Physical","Horizon","BOOK","2019","12","2","Microsoft excel 2019 formulas and functions.","McFedries, Paul",,"MICROSOFT,","2019."
"Digital","OverDrive","EBOOK","2019","12","1","Spectrum Writing, Grade 8",,"Juvenile Nonfiction, Language Arts","Carson-Dellosa Publishing","2008"
"Digital","OverDrive","EBOOK","2019","12","1","Life's Work: A Moral Argument for Choice","Dr. Willie Parker","Biography & Autobiography, Medical, Nonfiction","Simon & Schuster, Inc.","2017"
"Digital","OverDrive","EBOOK","2019","12","2","Nature Anatomy: The Curious Parts and Pieces of the Natural World","Julia Rothman","Art, Nature, Nonfiction","Workman Publishing","2015"
"Digital","OverDrive","EBOOK","2019","12","4","The Dinosaur Artist: Obsession, Betrayal, and the Quest for Earth's Ultimate Trophy","Paige Williams","History, Nonfiction, Science, True Crime","Hachette Digital, Inc.","2018"
"Physical","Horizon","BOOK","2019","12","1","Walking & orienteering : how to cross hills, back country and rough terrain in safety and confidence : a professional manual for hikers, paddlers, horse trekkers and extreme cyclists / Peter G. Drake.","Drake, Peter G.","Walking, Orienteering","Southwater,","[2010]"
"Physical","Horizon","BOOK","2019","12","20","Dr. Seuss's book of animals.","Seuss, Dr.","Animals Juvenile fiction, Animals Mythical Juvenile fiction, Stories in rhyme Juvenile fiction, Imaginary creatures Fiction","Beginner Books, a division of Random House,","[2018]"
"Physical","Horizon","BOOK","2019","12","3","This guy : portraits of modern men's style / Jamie Ferguson.","Ferguson, Jamie (Photographer)","Mens clothing Pictorial works, Mens clothing Anecdotes, Clothing and dress Pictorial works, Clothing and dress Anecdotes, Fashion Anecdotes, Clothing trade Anecdotes, Men Pictorial works","Hardie Grant Books,","2019."
"Physical","Horizon","BOOK","2019","12","1","Drat that fat cat / Julia Patton.","Patton, Julia","Cats Juvenile fiction, Pets Juvenile fiction, Friendship Juvenile fiction, Picture books","Albert Whitman & Company,","2016."
"Physical","Horizon","BOOK","2019","12","1","Culinary careers : how to get your dream job in food with advice from top culinary professionals / Rick Smilow and Anne E. McBride.","Smilow, Rick","Food service Vocational guidance, Cooks Vocational guidance, Cookbooks Vocational guidance","Clarkson Potter,","[2010]"
"Physical","Horizon","SOUNDDISC","2019","12","1","The late bloomer : [myths & stories of the wise woman archetype] / Clarissa Pinkola Estés.","Estés, Clarissa Pinkola","Older women Folklore, Archetype Psychology, Fairy tales History and criticism, Women Psychology, Folklore, Audiobooks","Sounds True,","[2012]"
