"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Digital","OverDrive","EBOOK","2020","5","5","Just One Night: A Sex, Love & Stiletto Novel","Lauren Layne","Fiction, Romance","Random House, Inc.","2015"
"Digital","OverDrive","EBOOK","2020","5","3","The Impossible Climb: Alex Honnold, El Capitan, and the Climbing Life","Mark Synnott","Nonfiction, Sports & Recreations","Penguin Group (USA), Inc.","2019"
"Digital","OverDrive","EBOOK","2020","5","1","Hemlock at Vespers: Sister Fidelma Series, Book 9","Peter Tremayne","Fiction, Historical Fiction, Mystery","Macmillan Publishers","2013"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","Inherit the Stars: Giants Series, Book 1 (unabridged) (Unabridged)","James P. Hogan","Fiction, Science Fiction","Blackstone Audio, Inc.","2013"
"Digital","OverDrive","AUDIOBOOK","2020","5","9","Death of a Liar: Hamish Macbeth Mystery Series, Book 30 (unabridged) (Unabridged)","M. C. Beaton","Fiction, Mystery","Blackstone Audio, Inc.","2015"
"Digital","OverDrive","EBOOK","2020","5","1","To Root, to Toot, to Parachute: What Is a Verb?","Brian P. Cleary","Juvenile Nonfiction, Language Arts","Lerner Publishing Group","2013"
"Digital","OverDrive","EBOOK","2020","5","2","Oh! You Pretty Things: A Novel","Shanna Mahin","Fiction, Humor (Fiction), Literature, Romance","Penguin Group (USA), Inc.","2015"
"Digital","OverDrive","EBOOK","2020","5","6","Bo and the Dragon-Pup: Unicorn Diaries Series, Book 2","Rebecca Elliott","Juvenile Fiction, Juvenile Literature, Mystery","Scholastic, Inc. (US)","2020"
"Digital","OverDrive","EBOOK","2020","5","1","Be #1 on Google: '52 Fast and Easy Search Engine Optimization Tools to Drive Customers to Your Web Site","Jon Smith","Business, Nonfiction","McGraw-Hill Professional","2009"
"Digital","OverDrive","EBOOK","2020","5","3","What Your Preschooler Needs to Know: Get Ready for Kindergarten","Core Knowledge Foundation","Education, Nonfiction","Random House, Inc.","2010"
"Digital","OverDrive","AUDIOBOOK","2020","5","3","The Virgin Way (Unabridged)","Richard Branson","Business, Nonfiction","Blackstone Audio, Inc.","2014"
"Digital","OverDrive","EBOOK","2020","5","1","All Gates Open: The Story of Can","Rob Young","Music, Nonfiction","Faber and Faber Ltd","2018"
"Digital","OverDrive","AUDIOBOOK","2020","5","36","The Path Made Clear: Discovering Your Life's Direction and Purpose (unabridged) (Unabridged)","Oprah Winfrey","New Age, Nonfiction, Self-Improvement","Macmillan Audio","2019"
"Digital","OverDrive","EBOOK","2020","5","6","Blood in the Water: The Attica Prison Uprising of 1971 and Its Legacy","Heather Ann Thompson","History, Law, Nonfiction, Politics","Random House, Inc.","2016"
"Digital","OverDrive","EBOOK","2020","5","3","Zero Belly Smoothies: Lose Up to 16 Pounds in 14 Days—and Sip Your Way Lean for Life!","David Zinczenko","Cooking & Food, Health & Fitness, Nonfiction","Random House, Inc.","2016"
"Digital","OverDrive","EBOOK","2020","5","1","The Golden Christmas Tree","Jan Wahl","Juvenile Fiction, Juvenile Literature, Picture Book Fiction","Random House, Inc.","2012"
"Digital","OverDrive","EBOOK","2020","5","5","Angelmaker","Nick Harkaway","Fiction, Humor (Fiction), Thriller","Random House, Inc.","2012"
"Digital","OverDrive","EBOOK","2020","5","1","We Are Pirates","Daniel Handler","Fiction, Humor (Fiction), Literature","Bloomsbury USA","2016"
"Digital","OverDrive","AUDIOBOOK","2020","5","3","Moment of Truth: Rosato & Associates Series, Book 5 (unabridged) (Unabridged)","Lisa Scottoline","Fiction, Mystery, Thriller","HarperCollins Publishers Inc.","2006"
"Digital","OverDrive","AUDIOBOOK","2020","5","2","The Guise of Another (Unabridged)","Allen Eskens","Fiction, Literature, Mystery","Tantor Media, Inc","2015"
"Digital","OverDrive","AUDIOBOOK","2020","5","14","Lyra's Oxford: His Dark Materials Series, Book 4 (unabridged) (Unabridged)","Philip Pullman","Fantasy, Science Fiction, Young Adult Fiction","Books on Tape","2007"
"Digital","OverDrive","EBOOK","2020","5","1","Otter and Owl Say I'm Sorry","Crystal Bowman","Beginning Reader, Juvenile Fiction","Zondervan","2013"
"Digital","OverDrive","EBOOK","2020","5","1","Sensational Kids: Hope and Help for Children with Sensory Processing Disorder","Lucy Jane Miller","Family & Relationships, Nonfiction","Penguin Group (USA), Inc.","2008"
"Digital","OverDrive","EBOOK","2020","5","5","The Gluten-Free Asian Kitchen: Recipes for Noodles, Dumplings, Sauces, and More [A Cookbook]","Laura B. Russell","Cooking & Food, Health & Fitness, Nonfiction","Random House, Inc.","2011"
"Digital","OverDrive","AUDIOBOOK","2020","5","38","The Ten Thousand Doors of January (Unabridged)","Alix E. Harrow","Fantasy, Fiction, Literature","Blackstone Audio, Inc.","2019"
"Digital","OverDrive","AUDIOBOOK","2020","5","7","Why You Should Be a Socialist (Unabridged)","Nathan J. Robinson","Nonfiction, Politics","Macmillan Audio","2019"
"Digital","OverDrive","AUDIOBOOK","2020","5","34","Evolve Your Brain: The Science of Changing Your Mind (unabridged) (Unabridged)","Joe Dispenza, DC","Nonfiction, Psychology, Self-Improvement","Tantor Media, Inc","2017"
"Digital","OverDrive","EBOOK","2020","5","5","How to Forget: A Daughter's Memoir","Kate Mulgrew","Biography & Autobiography, Family & Relationships, Nonfiction","HarperCollins Publishers Inc.","2019"
"Digital","OverDrive","EBOOK","2020","5","3","Once Tempted: A Silver Creek Novel","Laura Moore","Fiction, Romance, Western","Random House, Inc.","2014"
"Digital","OverDrive","EBOOK","2020","5","1","The Bloody Tower: Daisy Dalrymple Series, Book 16","Carola Dunn","Fiction, Historical Fiction, Mystery","Macmillan Publishers","2013"
"Digital","OverDrive","EBOOK","2020","5","1","Dear Girls Above Me: Inspired by a True Story","Charles McDowell","Biography & Autobiography, Family & Relationships, Humor (Nonfiction), Nonfiction","Random House, Inc.","2013"
"Digital","OverDrive","EBOOK","2020","5","2","Life in the Garden","Penelope Lively","Biography & Autobiography, Gardening, Nonfiction","Penguin Group (USA), Inc.","2018"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","America's Women: 400 Years of Dolls, Drudges, Helpmates, and Heroines (unabridged) (Unabridged)","Gail Collins","History, Nonfiction, Women's Studies","HarperCollins Publishers Inc.","2009"
"Digital","OverDrive","EBOOK","2020","5","3","Alabama Noir","Don Noble","Fiction, Mystery, Short Stories","Lightning Source Inc","2020"
"Digital","OverDrive","EBOOK","2020","5","4","The Secret Agent","Joseph Conrad","Classic Literature, Fiction, Literature, Thriller","Random House, Inc.","2012"
"Digital","OverDrive","EBOOK","2020","5","2","All the Devils Are Here: The Hidden History of the Financial Crisis","Bethany McLean","Business, Nonfiction","Penguin Group (USA), Inc.","2010"
"Digital","OverDrive","AUDIOBOOK","2020","5","2","Love, Money, and Parenting: How Economics Explains the Way We Raise Our Kids (unabridged) (Unabridged)","Matthias Doepke","Business, Family & Relationships, Nonfiction, Sociology","HighBridge Company","2019"
"Digital","OverDrive","EBOOK","2020","5","1","Bright Lines: A Novel","Tanwi Nandini Islam","Fiction, Literature","Penguin Group (USA), Inc.","2015"
"Digital","OverDrive","AUDIOBOOK","2020","5","5","Better Parents, Better Spouses, Better People (Unabridged)","Daniel Goleman","Family & Relationships, Nonfiction, Psychiatry, Self-Improvement","More Than Sound LLC dba Key Step Media","2018"
"Digital","OverDrive","EBOOK","2020","5","2","Supernova: Light Years Series. Book 2","Kass Morgan","Romance, Science Fiction, Young Adult Fiction, Young Adult Literature","Hachette Digital, Inc.","2019"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","The Express: The Ernie Davis Story (unabridged) (Unabridged)","Robert C. Gallagher","Biography & Autobiography, Multi-Cultural, Nonfiction, Sports & Recreations","Tantor Media, Inc","2008"
"Digital","OverDrive","EBOOK","2020","5","1","Black Mad Wheel: A Novel","Josh Malerman","Fantasy, Fiction, Horror, Literature","HarperCollins Publishers Inc.","2017"
"Digital","OverDrive","EBOOK","2020","5","2","The Reluctant Duchess: Ladies of the Manor Series, Book 2","Roseanna M. White","Fiction, Historical Fiction, Romance","Baker Publishing Group","2016"
"Digital","OverDrive","AUDIOBOOK","2020","5","2","Unauthorized Bread: A Radicalized Novella (unabridged) (Unabridged)","Cory Doctorow","Fiction, Science Fiction","Macmillan Audio","2019"
"Digital","OverDrive","EBOOK","2020","5","1","Heidi Heckelbeck Lends a Helping Hand","Wanda Coven","Fantasy, Juvenile Fiction, Juvenile Literature","Simon & Schuster, Inc.","2020"
"Digital","OverDrive","AUDIOBOOK","2020","5","3","Earthsea--Series 2: A BBC Radio 4 full-cast dramatisation (unabridged) (Unabridged)","Ursula Le Guin","Fantasy, Fiction","Random House Group Limited","2019"
"Digital","OverDrive","EBOOK","2020","5","3","Portrait in Sepia: A Novel","Isabel Allende","Fiction, Literature","HarperCollins Publishers Inc.","2014"
"Digital","OverDrive","EBOOK","2020","5","1","Sprout","Dale Peck","Young Adult Fiction, Young Adult Literature","Bloomsbury USA","2010"
"Digital","OverDrive","EBOOK","2020","5","1","Sirocco: Fabulous Flavors from the Middle East: A Cookbook","Sabrina Ghayour","Cooking & Food, Nonfiction","Random House, Inc.","2017"
"Digital","OverDrive","EBOOK","2020","5","9","A Moveable Feast","Ernest Hemingway","Biography & Autobiography, Nonfiction","Simon & Schuster, Inc.","2014"
"Digital","OverDrive","EBOOK","2020","5","3","Little Fox in the Forest","Stephanie Graegin","Juvenile Fiction, Juvenile Literature, Picture Book Fiction","Random House, Inc.","2017"
"Digital","OverDrive","AUDIOBOOK","2020","5","2","The 10 Habits of Happy Mothers: Reclaiming Our Passion, Purpose, and Sanity (unabridged) (Unabridged)","Meg Meeker, MD","Family & Relationships, Health & Fitness, Nonfiction","Tantor Media, Inc","2013"
"Digital","OverDrive","EBOOK","2020","5","7","To Russia, With Love: Dance Class Graphic Novel Series, Book 5","Beka","Comic and Graphic Books, Juvenile Fiction","Macmillan Publishers","2015"
"Digital","OverDrive","EBOOK","2020","5","1","One Across, Two Down","Ruth Rendell","Fiction, Mystery, Suspense, Thriller","Random House, Inc.","2009"
"Digital","OverDrive","EBOOK","2020","5","4","Memorial Day: Mitch Rapp Series, Book 7","Vince Flynn","Fiction, Suspense, Thriller","Simon & Schuster, Inc.","2014"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","All the Stars in the Heavens: A Novel (unabridged) (Unabridged)","Adriana Trigiani","Fiction, Historical Fiction, Literature","HarperCollins Publishers Inc.","2015"
"Digital","OverDrive","AUDIOBOOK","2020","5","3","The Forgetting Time: A Novel (unabridged) (Unabridged)","Sharon Guskin","Fiction, Literature","Macmillan Audio","2016"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","Rumpole--The Age of Miracles & other stories: Three BBC Radio 4 dramatisations (unabridged) (Unabridged)","John Mortimer","Fiction, Literature","Random House Group Limited","2019"
"Digital","OverDrive","AUDIOBOOK","2020","5","2","'Til the Well Runs Dry (Unabridged)","Lauren Francis-Sharma","Fiction, Historical Fiction, Literature","Tantor Media, Inc","2016"
"Digital","OverDrive","EBOOK","2020","5","4","Unbearable Lightness","Portia de Rossi","Biography & Autobiography, Nonfiction","Hardie Grant Publishing","2013"
"Digital","OverDrive","EBOOK","2020","5","1","Kill Chain: An Evan Delaney Novel","Meg Gardiner","Fiction, Mystery","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","EBOOK","2020","5","6","Legion: Talon Saga, Book 4","Julie Kagawa","Fantasy, Romance, Young Adult Fiction, Young Adult Literature","Harlequin Enterprises, Ltd.","2017"
"Digital","OverDrive","EBOOK","2020","5","7","Sea People: The Puzzle of Polynesia","Christina Thompson","Biography & Autobiography, Multi-Cultural, Nonfiction, Sociology","HarperCollins Publishers Inc.","2019"
"Digital","OverDrive","EBOOK","2020","5","4","Go, Went, Gone","Jenny Erpenbeck","Fiction, Literature","W. W. Norton & Company","2017"
"Digital","OverDrive","AUDIOBOOK","2020","5","4","Turtle in Paradise (Unabridged)","Jennifer L. Holm","Historical Fiction, Juvenile Fiction","Books on Tape","2010"
"Digital","OverDrive","EBOOK","2020","5","1","The Labyrinth of Osiris","Paul Sussman","Fiction, Thriller","Open Road Integrated Media","2014"
"Digital","OverDrive","EBOOK","2020","5","2","Into the Spiders' Lair: The Rise of the Warlords Book Three: An Unofficial Minecrafter's Adventure","Mark Cheverton","Fantasy, Juvenile Fiction, Juvenile Literature","Simon & Schuster, Inc.","2018"
"Digital","OverDrive","AUDIOBOOK","2020","5","7","Paradise Lost & Paradise Regained: Two BBC Radio 4 dramatisations (unabridged) (Unabridged)","John Milton","Classic Literature, Fiction","Random House Group Limited","2019"
"Digital","OverDrive","EBOOK","2020","5","13","Diary of an Awesome Friendly Kid: Rowley Jefferson's Journal","Jeff Kinney","Comic and Graphic Books, Humor (Fiction), Juvenile Fiction, Juvenile Literature","ABRAMS","2019"
"Digital","OverDrive","AUDIOBOOK","2020","5","6","Absolute Power (Unabridged)","David Baldacci","Fiction, Mystery, Thriller","Hachette Audio","2012"
"Digital","OverDrive","EBOOK","2020","5","21","When Things Fall Apart: Heart Advice for Difficult Times","Pema Chodron","New Age, Nonfiction, Religion & Spirituality, Self-Improvement","Random House, Inc.","2010"
"Digital","OverDrive","AUDIOBOOK","2020","5","8","The Kind Worth Killing (Unabridged)","Peter Swanson","Fiction, Suspense, Thriller","Blackstone Audio, Inc.","2016"
"Digital","OverDrive","EBOOK","2020","5","4","The Deceivers: John Wells Series, Book 12","Alex Berenson","Fiction, Suspense, Thriller","Penguin Group (USA), Inc.","2018"
"Digital","OverDrive","EBOOK","2020","5","1","狗狗训练 (Dog Training): 知道这些就够了 (Everything You Need To Know)","Dale Waller","Fiction, Non-English Fiction","Zhejiang Publishing United Group Digital Media Co.,Ltd","2017"
"Digital","OverDrive","EBOOK","2020","5","2","Freedom: Daemon Series, Book 2","Daniel Suarez","Fiction, Thriller","Penguin Group (USA), Inc.","2010"
"Digital","OverDrive","EBOOK","2020","5","1","Eye of the Storm: Sharon McCone Mystery Series, Book 8","Marcia Muller","Fiction, Mystery","Blackstone Audio, Inc.","2013"
"Digital","OverDrive","EBOOK","2020","5","8","Force of Nature: Aaron Falk Series, Book 2","Jane Harper","Fiction, Mystery, Thriller","Macmillan Publishers","2018"
"Digital","OverDrive","AUDIOBOOK","2020","5","4","The Enlightened Brain: The Neuroscience of Awakening (unabridged) (Unabridged)","Rick Hanson","New Age, Nonfiction","Sounds True, Inc","2011"
"Digital","OverDrive","EBOOK","2020","5","2","A Sound Among the Trees: A Novel","Susan Meissner","Christian Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.","2012"
"Digital","OverDrive","EBOOK","2020","5","4","The Smell of the Night: Inspector Montalbano Series, Book 6","Andrea Camilleri","Fiction, Suspense","Penguin Group (USA), Inc.","2010"
"Digital","OverDrive","EBOOK","2020","5","1","The Left-Handed Fate","Kate Milford","Fantasy, Juvenile Fiction, Juvenile Literature","Macmillan Publishers","2016"
"Digital","OverDrive","EBOOK","2020","5","15","Upstream: Selected Essays","Mary Oliver","Literary Criticism, Nature, Nonfiction","Penguin Group (USA), Inc.","2016"
"Digital","OverDrive","EBOOK","2020","5","2","An Earl to Enchant: The Rogues' Dynasty","Amelia Grey","Fiction, Historical Fiction, Romance","Sourcebooks","2012"
"Digital","OverDrive","EBOOK","2020","5","1","Melt Into You","Lisa Plumley","Fiction, Romance","Lightning Source Inc","2012"
"Digital","OverDrive","EBOOK","2020","5","1","Body Sculpting with Kettlebells for Women: Over 50 Total Body Exercises","Lorna Kleidman","Health & Fitness, Nonfiction, Sports & Recreations","Random House, Inc.","2012"
"Digital","OverDrive","AUDIOBOOK","2020","5","3","Little: A Novel (unabridged) (Unabridged)","Edward Carey","Fiction, Historical Fiction, Literature","Books on Tape","2018"
"Digital","OverDrive","EBOOK","2020","5","1","American Lightning: Terror, Mystery, the Birth of Hollywood, and the Crime of the Century","Howard Blum","History, Nonfiction, Performing Arts, Politics","Random House, Inc.","2008"
"Digital","OverDrive","EBOOK","2020","5","1","Middle England: A novel","Jonathan Coe","Fiction, Humor (Fiction), Literature","Random House, Inc.","2019"
"Digital","OverDrive","EBOOK","2020","5","1","Bunnicula Meets Edgar Allan Crow: Bunnicula Series, Book 7","James Howe","Fantasy, Humor (Fiction), Juvenile Fiction","Simon & Schuster, Inc.","2014"
"Digital","OverDrive","EBOOK","2020","5","3","Elmer and the Whales","David McKee","Juvenile Fiction, Juvenile Literature","Lerner Publishing Group","2014"
"Digital","OverDrive","EBOOK","2020","5","2","Quilting For Dummies","Cheryl Fall","Crafts, Nonfiction","John Wiley & Sons, Inc.","2007"
"Digital","OverDrive","EBOOK","2020","5","1","Bruno, the Standing Cat","Nadine Robert","Humor (Fiction), Juvenile Fiction, Picture Book Fiction","Random House, Inc.","2019"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","To You We Shall Return: Lessons about Our Planet from the Lakota (unabridged) (Unabridged)","Joseph M. Marshall","Nature, Nonfiction","Blackstone Audio, Inc.","2010"
"Digital","OverDrive","EBOOK","2020","5","1","Gone Fishing: A novel in verse","Tamera Will Wissinger","Juvenile Fiction, Poetry","Houghton Mifflin Harcourt Trade and Reference","2015"
"Digital","OverDrive","EBOOK","2020","5","1","By Fire Above: Signal Airship Series, Book 2","Robyn Bennis","Fantasy, Fiction, Science Fiction","Macmillan Publishers","2018"
"Digital","OverDrive","EBOOK","2020","5","7","Arabella: Regency Romances Series, Book 9","Georgette Heyer","Classic Literature, Fiction, Historical Fiction, Romance","Sourcebooks","2009"
"Digital","OverDrive","EBOOK","2020","5","2","There's a Monster in Your Book","Tom Fletcher","Humor (Fiction), Juvenile Fiction, Juvenile Literature, Picture Book Fiction","Random House, Inc.","2017"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","Goblin Secrets (Unabridged)","William Alexander","Fantasy, Juvenile Fiction, Juvenile Literature","Simon & Schuster - Audiobooks","2014"
"Digital","OverDrive","AUDIOBOOK","2020","5","2","Shadow and Ice (Unabridged)","Gena Showalter","Fantasy, Fiction, Romance","HarperCollins Publishers Inc.","2019"
"Digital","OverDrive","EBOOK","2020","5","2","A Stranger in My Grave","Margaret Millar","Fiction, Mystery, Suspense, Thriller","Random House, Inc.","2016"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","Flory: A Miraculous Story of Survival (unabridged) (Unabridged)","Flory A. Van Beek","Biography & Autobiography, Nonfiction","Blackstone Audio, Inc.","2008"
"Digital","OverDrive","EBOOK","2020","5","1","The Skinny Rules: The Simple, Nonnegotiable Principles for Getting to Thin","Bob Harper","Health & Fitness, Nonfiction, Performing Arts","Random House, Inc.","2012"
"Digital","OverDrive","AUDIOBOOK","2020","5","29","The Bitterroots: A Novel (unabridged) (Unabridged)","C.J. Box","Fiction, Mystery, Thriller","Macmillan Audio","2019"
"Digital","OverDrive","EBOOK","2020","5","2","The Mystery of the Ivory Charm: Nancy Drew Series, Book 13","Carolyn Keene","Juvenile Fiction, Mystery","Penguin Group (USA), Inc.","2011"
"Digital","OverDrive","EBOOK","2020","5","2","Mirror Image","Sandra Brown","Fiction, Romance, Suspense, Thriller","Hachette Digital, Inc.","2013"
"Digital","OverDrive","EBOOK","2020","5","7","Death of a Nag: Hamish Macbeth Mystery Series, Book 11","M. C. Beaton","Fiction, Mystery","Hachette Digital, Inc.","2009"
"Digital","OverDrive","EBOOK","2020","5","2","Summon the Keeper: Keeper's Chronicles, Book 1","Tanya Huff","Fantasy, Fiction","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","EBOOK","2020","5","1","Angry Black White Boy: Or, the Miscegenation of Mason Detornay: A Novel","Adam Mansbach","African American Fiction, Fiction, Literature","Random House, Inc.","2013"
"Digital","OverDrive","EBOOK","2020","5","9","An Untamed State: A Novel","Roxane Gay","Fiction, Literature","Open Road Integrated Media","2017"
"Digital","OverDrive","EBOOK","2020","5","1","Rock Breaks Scissors: A Practical Guide to Outguessing and Outwitting Almost Everybody","William Poundstone","Business, Finance, Nonfiction, Psychology","Hachette Digital, Inc.","2014"
"Digital","OverDrive","EBOOK","2020","5","5","Making a Play","Abbi Glines","Young Adult Fiction, Young Adult Literature","Simon & Schuster, Inc.","2019"
"Digital","OverDrive","EBOOK","2020","5","39","The Cactus: A Novel","Sarah Haywood","Fiction, Literature, Romance","Harlequin Enterprises, Ltd.","2018"
"Digital","OverDrive","AUDIOBOOK","2020","5","3","Brown Bear & Friends: All Four Brown Bear Books on One Audio CD; Includes Bonus Spanish Language Versions (unabridged) (Unabridged)","Bill Martin, Jr.","Classic Literature, Juvenile Fiction, Juvenile Literature","Macmillan Audio","2008"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","A Uterus Is a Feature, Not a Bug: The Working Woman's Guide to Overthrowing the Patriarchy (unabridged) (Unabridged)","Sarah Lacy","Business, Economics, Nonfiction, Women's Studies","HarperCollins Publishers Inc.","2017"
"Digital","OverDrive","AUDIOBOOK","2020","5","21","Anna K--A Love Story: Anna K Series, Book 1 (unabridged) (Unabridged)","Jenny Lee","Classic Literature, Romance, Young Adult Fiction, Young Adult Literature","Macmillan Audio","2020"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","The Assassination Complex: Inside the Government's Secret Drone Warfare Program (unabridged) (Unabridged)","Jeremy Scahill","History, Nonfiction, Politics, Technology","Simon & Schuster - Audiobooks","2016"
"Digital","OverDrive","EBOOK","2020","5","2","Can't Let Go: Original Heartbreakers Series, Book 5","Gena Showalter","Fiction, Literature, Romance","Harlequin Enterprises, Ltd.","2017"
"Digital","OverDrive","EBOOK","2020","5","1","Walking the Kiso Road: A Modern-Day Exploration of Old Japan","William Scott Wilson","History, Nonfiction, Travel","Random House, Inc.","2015"
"Digital","OverDrive","AUDIOBOOK","2020","5","3","Time to Parent: Organizing Your Life to Bring Out the Best in Your Child and You (unabridged) (Unabridged)","Julie Morgenstern","Family & Relationships, Nonfiction, Self-Improvement","Macmillan Audio","2018"
"Digital","OverDrive","EBOOK","2020","5","5","The Secret of the Crystal Fairies: Thea Stilton Special Edition Series, Book 7","Thea Stilton","Juvenile Fiction, Juvenile Literature","Scholastic, Inc. (US)","2018"
"Digital","OverDrive","EBOOK","2020","5","1","The Absent Hand: Reimagining Our American Landscape","Suzannah Lessard","Architecture, History, Nonfiction, Sociology","Lightning Source Inc","2019"
"Digital","OverDrive","AUDIOBOOK","2020","5","3","Walking with God through Pain and Suffering (Unabridged)","Timothy Keller","Nonfiction, Religion & Spirituality","Books on Tape","2014"
"Digital","OverDrive","EBOOK","2020","5","31","Simon the Fiddler: A Novel","Paulette Jiles","Fiction, Historical Fiction, Literature, Western","HarperCollins Publishers Inc.","2020"
"Digital","OverDrive","EBOOK","2020","5","2","Lonely Planet Australia","Lonely Planet;Brett Atkinson;Kate Armstrong;Carolyn Bain;Cristian Bonetto;Peter Dragicevich;Ant...","Nonfiction, Reference, Sports & Recreations, Travel","Lonely Planet Pty, Ltd","2018"
"Digital","OverDrive","EBOOK","2020","5","5","Brighter Than the Sun: KGI Series, Book 11","Maya Banks","Fiction, Romance, Suspense","Penguin Group (USA), Inc.","2017"
"Digital","OverDrive","EBOOK","2020","5","1","Sunset Shimmer's Time to Shine","Perdita Finn","Juvenile Fiction, Juvenile Literature","Hachette Digital, Inc.","2015"
"Digital","OverDrive","EBOOK","2020","5","1","The Children's Hospital","Chris Adrian","Fantasy, Fiction, Literature","Open Road Integrated Media","2016"
"Digital","OverDrive","EBOOK","2020","5","2","Design for Dying: Lillian Frost & Edith Head Series, Book 1","Renee Patrick","Fiction, Historical Fiction, Mystery","Macmillan Publishers","2016"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","Front and Center: Dairy Queen Series, Book 3 (unabridged) (Unabridged)","Catherine Gilbert Murdock","Young Adult Fiction, Young Adult Literature","Books on Tape","2010"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","Cryptic Cravings: Vampire Kisses Series, Book 8 (unabridged) (Unabridged)","Ellen Schreiber","Fantasy, Romance, Young Adult Fiction","HarperCollins Publishers Inc.","2011"
"Digital","OverDrive","EBOOK","2020","5","8","Orpheus Girl","Brynne Rebele-Henry","Romance, Young Adult Fiction, Young Adult Literature","Random House, Inc.","2019"
"Digital","OverDrive","AUDIOBOOK","2020","5","5","The Years That Matter Most: How College Makes or Breaks Us (unabridged) (Unabridged)","Paul Tough","Education, History, Nonfiction, Sociology","Houghton Mifflin Harcourt Trade and Reference","2019"
"Digital","OverDrive","AUDIOBOOK","2020","5","3","Gathering Prey: Prey Series, Book 25 (unabridged) (Unabridged)","John Sandford","Fiction, Mystery, Suspense, Thriller","Books on Tape","2015"
"Digital","OverDrive","EBOOK","2020","5","4","As You Wish","Chelsea Sedoti","Fantasy, Young Adult Fiction, Young Adult Literature","Sourcebooks","2018"
"Digital","OverDrive","AUDIOBOOK","2020","5","2","The Court Dancer: A Novel (unabridged) (Unabridged)","Kyung-Sook Shin","Fiction, Historical Fiction, Literature","Dreamscape Media, LLC","2018"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","A Dance of Shadows: Shadowdance Series, Book 4 (unabridged) (Unabridged)","David Dalglish","Fantasy, Fiction, Thriller","Hachette Audio","2017"
"Digital","OverDrive","EBOOK","2020","5","3","150 Best Interior Design Ideas","Francesc Zamora","Architecture, Art, Home Design & Décor, Nonfiction","HarperCollins Publishers Inc.","2017"
"Digital","OverDrive","AUDIOBOOK","2020","5","2","There Is No Good Card for This: What to Say and Do When Life Is Scary, Awful, and Unfair to People You Love (unabridged) (Unabridged)","Kelsey Crowe","Family & Relationships, Nonfiction, Self Help, Self-Improvement","HarperCollins Publishers Inc.","2017"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","Ada Lace, On the Case (Unabridged)","Emily Calandrelli","Juvenile Fiction, Juvenile Literature, Mystery, Science Fiction","Books on Tape","2017"
"Digital","OverDrive","EBOOK","2020","5","1","In a Strange City: Tess Monaghan Series, Book 6","Laura Lippman","Fiction, Suspense","HarperCollins Publishers Inc.","2006"
"Digital","OverDrive","EBOOK","2020","5","4","The Grief Keeper","Alexandra Villasante","Romance, Science Fiction, Young Adult Fiction, Young Adult Literature","Penguin Group (USA), Inc.","2019"
"Digital","OverDrive","EBOOK","2020","5","2","The Confessions","St. Augustine","Biography & Autobiography, Nonfiction, Religion & Spirituality","Random House, Inc.","2010"
"Digital","OverDrive","AUDIOBOOK","2020","5","2","Where the Past Begins: A Writer's Memoir (unabridged) (Unabridged)","Amy Tan","Language Arts, Literary Criticism, Nonfiction, Writing","HarperCollins Publishers Inc.","2017"
"Digital","OverDrive","EBOOK","2020","5","2","The Risk of Rogues","Sabrina Jeffries","Fiction, Historical Fiction, Romance","Simon & Schuster, Inc.","2018"
"Digital","OverDrive","EBOOK","2020","5","2","Chi Self-Massage: The Taoist Way of Rejuvenation","Mantak Chia","New Age, Nonfiction, Philosophy, Sports & Recreations","Simon & Schuster, Inc.","2011"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","Romancing Miss Bronte: A Novel (unabridged) (Unabridged)","Juliet Gael","Fiction, Historical Fiction","Books on Tape","2010"
"Digital","OverDrive","EBOOK","2020","5","1","National Geographic Readers: Trucks","Wil Mara","Beginning Reader, Juvenile Nonfiction, Transportation","Random House, Inc.","2015"
"Digital","OverDrive","EBOOK","2020","5","1","The Ideal Husband: Hamelin Family Series, Book 1","Shari Anton","Fiction, Historical Fiction, Romance","Hachette Digital, Inc.","2013"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","The Playboy: Chandler Brothers Trilogy, Book 2 (unabridged) (Unabridged)","Carly Phillips","Fiction, Romance","Blackstone Audio, Inc.","2006"
